image_id,label,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area
002531,1,162,68,300,157,138,89,12282
002532,1,185,100,346,228,161,128,20608
002533,1,240,101,417,253,177,152,26904
002534,1,355,101,528,242,173,141,24393
002535,1,366,111,521,276,155,165,25575
002536,1,413,100,553,262,140,162,22680
002537,1,226,74,517,245,291,171,49761
002538,1,315,76,579,314,264,238,62832
002539,1,302,62,571,314,269,252,67788
002540,1,342,75,586,238,244,163,39772
002541,1,283,130,532,412,249,282,70218
002542,1,330,135,552,402,222,267,59274
002543,1,402,143,493,216,91,73,6643
002544,1,355,163,456,281,101,118,11918
002545,1,419,203,502,311,83,108,8964
002546,1,254,195,525,457,271,262,71002
002547,0,135,112,521,334,386,222,85692
002548,0,140,125,528,380,388,255,98940
002549,0,236,59,640,412,404,353,142612
002550,1,287,42,388,115,101,73,7373
002551,1,430,169,520,262,90,93,8370
002552,0,225,285,282,336,57,51,2907
002553,1,416,138,545,272,129,134,17286
002554,1,336,135,477,261,141,126,17766
002555,1,394,222,480,336,86,114,9804
002556,1,252,142,382,275,130,133,17290
002557,1,204,90,410,229,206,139,28634
002558,1,308,103,469,277,161,174,28014
002559,1,366,75,592,240,226,165,37290
002560,1,411,143,541,295,130,152,19760
002561,1,345,148,500,327,155,179,27745
002562,1,429,147,528,301,99,154,15246
002563,1,236,187,289,260,53,73,3869
002564,0,264,53,434,143,170,90,15300
002565,1,385,49,516,170,131,121,15851
002566,1,350,53,498,189,148,136,20128
002567,1,321,175,480,290,159,115,18285
002568,1,382,170,543,287,161,117,18837
002569,1,341,119,454,222,113,103,11639
002570,1,308,135,422,241,114,106,12084
002571,1,350,137,454,234,104,97,10088
002572,0,306,174,376,220,70,46,3220
002573,1,235,189,384,362,149,173,25777
002574,1,331,138,401,234,70,96,6720
002575,1,258,238,366,330,108,92,9936
002576,1,254,230,369,320,115,90,10350
002577,1,278,224,366,320,88,96,8448
002578,1,305,226,406,308,101,82,8282
002579,1,341,119,416,198,75,79,5925
002580,1,325,100,412,188,87,88,7656
002581,1,228,18,371,133,143,115,16445
002582,1,325,86,389,169,64,83,5312
002583,1,307,87,367,175,60,88,5280
002584,1,484,145,561,235,77,90,6930
002585,1,289,111,351,200,62,89,5518
002586,1,400,106,490,214,90,108,9720
002587,1,255,116,340,224,85,108,9180
002588,0,197,177,348,283,151,106,16006
002589,0,328,96,629,214,301,118,35518
002590,0,272,170,313,218,41,48,1968
002591,1,234,280,307,354,73,74,5402
002592,1,270,242,334,304,64,62,3968
002593,1,309,137,449,291,140,154,21560
002594,1,372,121,523,254,151,133,20083
002595,1,93,143,235,250,142,107,15194
002596,1,340,87,464,184,124,97,12028
002597,1,221,147,294,210,73,63,4599
002598,1,227,53,362,224,135,171,23085
002599,1,228,71,390,250,162,179,28998
002600,1,324,113,419,228,95,115,10925
002601,1,239,100,323,196,84,96,8064
002602,1,214,99,309,213,95,114,10830
002603,1,294,115,392,213,98,98,9604
002604,1,466,127,601,195,135,68,9180
002605,1,327,140,418,220,91,80,7280
002606,0,451,231,615,325,164,94,15416
002607,1,156,172,276,328,120,156,18720
002608,1,286,97,417,198,131,101,13231
002609,1,186,84,323,184,137,100,13700
002610,1,198,131,283,235,85,104,8840
002611,1,299,117,572,291,273,174,47502
002612,1,200,174,332,310,132,136,17952
002613,1,290,163,424,324,134,161,21574
002614,1,345,171,450,303,105,132,13860
002615,1,278,113,501,330,223,217,48391
002616,1,293,152,484,353,191,201,38391
002617,1,279,59,432,172,153,113,17289
002618,1,274,55,417,162,143,107,15301
002619,1,215,38,301,94,86,56,4816
002620,1,264,48,351,126,87,78,6786
002621,1,270,48,354,113,84,65,5460
002622,1,240,52,318,116,78,64,4992
002623,1,275,52,351,115,76,63,4788
002624,1,293,92,379,166,86,74,6364
002625,1,300,95,367,169,67,74,4958
002626,1,355,110,428,190,73,80,5840
002627,1,353,113,435,196,82,83,6806
002628,1,346,118,422,190,76,72,5472
002629,1,15,67,571,419,556,352,195712
002630,1,74,68,472,423,398,355,141290
002631,1,347,116,475,224,128,108,13824
002632,1,275,130,380,258,105,128,13440
002633,1,346,202,468,318,122,116,14152
002634,1,417,114,482,211,65,97,6305
002635,1,284,125,367,220,83,95,7885
002636,1,309,174,357,233,48,59,2832
002637,1,228,138,277,200,49,62,3038
002638,1,292,173,461,301,169,128,21632
002639,1,181,197,322,308,141,111,15651
002640,1,264,128,486,284,222,156,34632
002641,1,476,124,538,198,62,74,4588
002642,1,290,59,441,232,151,173,26123
002643,1,181,39,361,238,180,199,35820
002644,1,229,43,373,220,144,177,25488
002645,1,87,88,615,322,528,234,123552
002646,1,132,54,569,295,437,241,105317
002647,1,298,60,492,344,194,284,55096
002648,1,312,187,406,281,94,94,8836
002649,1,373,191,494,333,121,142,17182
002650,1,343,179,443,261,100,82,8200
002651,1,350,112,463,263,113,151,17063
002652,1,297,101,429,257,132,156,20592
002653,1,278,56,456,171,178,115,20470
002654,1,221,69,389,173,168,104,17472
002655,1,267,82,505,232,238,150,35700
002656,1,313,76,537,227,224,151,33824
002657,1,270,211,332,291,62,80,4960
002658,1,165,177,264,244,99,67,6633
002659,1,329,177,381,235,52,58,3016
002660,1,297,166,370,237,73,71,5183
002661,0,336,119,367,152,31,33,1023
002662,1,311,44,469,230,158,186,29388
002663,1,303,74,442,248,139,174,24186
002664,1,299,51,442,233,143,182,26026
002665,1,201,76,317,174,116,98,11368
002666,1,177,75,308,190,131,115,15065
002667,1,356,148,441,241,85,93,7905
002668,1,384,102,484,186,100,84,8400
002669,1,414,109,517,186,103,77,7931
002670,1,302,118,420,213,118,95,11210
002671,1,330,217,393,301,63,84,5292
002672,1,174,135,305,301,131,166,21746
002673,1,136,99,281,220,145,121,17545
002674,1,348,53,524,200,176,147,25872
002675,1,243,64,513,296,270,232,62640
002676,1,260,87,449,276,189,189,35721
002677,1,294,140,400,228,106,88,9328
002678,1,289,99,568,281,279,182,50778
002679,1,283,86,511,259,228,173,39444
002680,1,232,117,591,362,359,245,87955
002681,0,241,106,515,223,274,117,32058
002682,1,250,98,449,338,199,240,47760
002683,1,261,73,522,300,261,227,59247
002684,1,206,77,463,303,257,226,58082
002685,0,240,96,518,218,278,122,33916
002686,1,285,94,380,188,95,94,8930
002687,1,420,109,508,189,88,80,7040
002688,1,190,100,285,190,95,90,8550
002689,1,195,105,274,167,79,62,4898
002690,1,203,112,269,165,66,53,3498
002691,1,216,88,294,165,78,77,6006
002692,1,331,94,414,172,83,78,6474
002693,1,234,97,385,251,151,154,23254
002694,1,333,105,474,253,141,148,20868
002695,1,281,137,364,213,83,76,6308
002696,1,283,130,365,193,82,63,5166
002697,1,281,108,353,200,72,92,6624
002698,1,338,166,440,254,102,88,8976
002699,1,179,166,352,268,173,102,17646
002700,1,158,169,338,291,180,122,21960
002701,1,327,188,417,313,90,125,11250
002702,1,350,164,476,315,126,151,19026
002703,1,355,175,475,319,120,144,17280
002704,1,211,151,334,307,123,156,19188
002705,1,361,167,432,246,71,79,5609
002706,1,277,165,390,236,113,71,8023
002707,1,226,104,289,171,63,67,4221
002708,1,213,90,261,142,48,52,2496
002709,1,156,99,445,275,289,176,50864
002710,1,312,98,365,145,53,47,2491
002711,1,322,85,534,357,212,272,57664
002712,1,321,108,516,272,195,164,31980
002713,1,219,106,315,219,96,113,10848
002714,1,175,38,351,209,176,171,30096
002715,1,277,32,443,209,166,177,29382
002716,1,370,103,509,196,139,93,12927
002717,1,337,102,468,214,131,112,14672
002718,1,343,63,420,141,77,78,6006
002719,1,248,32,325,84,77,52,4004
002720,1,266,131,413,267,147,136,19992
002721,1,469,148,536,222,67,74,4958
002722,1,372,129,512,268,140,139,19460
002723,1,280,35,436,179,156,144,22464
002724,1,223,74,386,200,163,126,20538
002725,1,138,91,318,232,180,141,25380
002726,1,135,101,320,224,185,123,22755
002727,1,244,131,348,221,104,90,9360
002728,1,453,181,561,292,108,111,11988
002729,0,194,143,258,194,64,51,3264
002730,1,344,158,512,313,168,155,26040
002731,1,293,106,479,256,186,150,27900
002732,1,238,284,411,438,173,154,26642
002733,1,156,110,341,260,185,150,27750
002734,1,202,94,388,259,186,165,30690
002735,1,210,62,321,188,111,126,13986
002736,1,292,64,430,190,138,126,17388
002737,1,300,72,433,165,133,93,12369
002738,1,179,114,302,203,123,89,10947
002739,1,354,80,434,186,80,106,8480
002740,1,384,75,460,162,76,87,6612
002741,1,339,67,442,161,103,94,9682
002742,1,314,134,450,238,136,104,14144
002743,1,313,127,404,268,91,141,12831
002744,1,102,37,387,280,285,243,69255
002745,1,153,54,515,317,362,263,95206
002746,1,298,122,368,219,70,97,6790
002747,1,458,235,554,314,96,79,7584
002748,1,365,79,463,148,98,69,6762
002749,1,124,100,192,173,68,73,4964
002750,1,128,63,317,174,189,111,20979
002751,1,142,71,341,177,199,106,21094
002752,1,52,71,283,195,231,124,28644
002753,1,287,72,442,214,155,142,22010
002754,1,215,72,393,211,178,139,24742
002755,1,264,124,366,203,102,79,8058
002756,1,321,115,424,210,103,95,9785
002757,1,168,180,251,259,83,79,6557
002758,0,453,150,565,223,112,73,8176
002759,1,268,198,333,272,65,74,4810
002760,1,335,184,460,290,125,106,13250
002761,1,381,193,473,290,92,97,8924
002762,1,304,159,495,297,191,138,26358
002763,1,287,105,358,177,71,72,5112
002764,1,331,100,414,203,83,103,8549
002765,0,245,159,307,214,62,55,3410
002766,0,103,49,562,316,459,267,122553
002767,1,483,72,531,141,48,69,3312
002768,1,211,88,461,276,250,188,47000
002769,0,123,99,461,370,338,271,91598
002770,0,126,111,588,363,462,252,116424
002771,1,282,130,442,246,160,116,18560
002772,1,211,60,471,236,260,176,45760
002773,1,194,236,297,315,103,79,8137
002774,1,148,211,259,313,111,102,11322
002775,1,281,71,413,216,132,145,19140
002776,1,275,72,396,211,121,139,16819
002777,1,188,148,326,267,138,119,16422
002778,1,310,94,432,206,122,112,13664
002779,1,127,93,530,428,403,335,135005
002780,1,184,105,552,459,368,354,130272
002781,1,118,123,400,315,282,192,54144
002782,1,101,140,458,328,357,188,67116
002783,1,198,66,521,291,323,225,72675
002784,1,277,162,488,394,211,232,48952
002785,1,158,158,394,399,236,241,56876
002786,1,218,275,396,447,178,172,30616
002787,1,154,132,222,225,68,93,6324
002788,1,252,40,356,149,104,109,11336
002789,1,256,97,415,192,159,95,15105
002790,1,317,82,422,179,105,97,10185
002791,0,79,105,542,360,463,255,118065
002792,0,186,147,238,183,52,36,1872
002793,1,288,108,583,299,295,191,56345
002794,1,315,159,426,274,111,115,12765
002795,1,332,159,432,269,100,110,11000
002796,1,123,135,194,224,71,89,6319
002797,1,182,161,294,289,112,128,14336
002798,1,313,146,427,214,114,68,7752
002799,1,239,158,343,233,104,75,7800
002800,1,174,164,298,237,124,73,9052
002801,1,245,103,427,301,182,198,36036
002802,1,279,135,430,283,151,148,22348
002803,1,326,103,475,308,149,205,30545
002804,1,229,121,398,269,169,148,25012
002805,1,282,92,432,289,150,197,29550
002806,1,330,186,501,379,171,193,33003
002807,1,284,180,463,364,179,184,32936
002808,1,306,171,517,361,211,190,40090
002809,1,317,181,499,342,182,161,29302
002810,1,314,230,493,333,179,103,18437
002811,1,199,192,395,321,196,129,25284
002812,1,285,250,497,404,212,154,32648
002813,1,249,117,322,192,73,75,5475
002814,1,454,106,547,182,93,76,7068
002815,1,255,116,337,188,82,72,5904
002816,1,159,99,356,206,197,107,21079
002817,1,216,72,426,202,210,130,27300
002818,1,167,98,362,214,195,116,22620
002819,1,294,256,366,371,72,115,8280
002820,1,262,100,489,256,227,156,35412
002821,1,377,78,663,295,286,217,62062
002822,1,213,53,479,276,266,223,59318
002823,1,204,70,438,195,234,125,29250
002824,1,196,115,345,251,149,136,20264
002825,1,200,82,402,224,202,142,28684
002826,1,219,117,299,206,80,89,7120
002827,1,236,134,311,217,75,83,6225
002828,1,262,151,458,328,196,177,34692
002829,1,239,51,572,449,333,398,132534
002830,1,228,145,410,301,182,156,28392
002831,1,274,132,484,303,210,171,35910
002832,1,112,150,187,218,75,68,5100
002833,1,271,142,348,220,77,78,6006
002834,1,361,184,437,273,76,89,6764
002835,1,342,189,450,276,108,87,9396
002836,1,362,161,477,268,115,107,12305
002837,1,228,158,378,268,150,110,16500
002838,1,343,90,553,220,210,130,27300
002839,1,264,103,463,217,199,114,22686
002840,1,228,94,536,277,308,183,56364
002841,1,133,92,234,187,101,95,9595
002842,1,262,90,544,400,282,310,87420
002843,1,209,77,293,145,84,68,5712
002844,1,182,66,290,139,108,73,7884
002845,1,246,118,401,231,155,113,17515
002846,1,307,127,420,198,113,71,8023
002847,1,229,83,343,161,114,78,8892
002848,1,339,103,458,203,119,100,11900
002849,1,290,116,357,198,67,82,5494
002850,1,495,127,577,197,82,70,5740
002851,1,107,124,213,208,106,84,8904
002852,1,325,200,460,290,135,90,12150
002853,1,294,147,442,227,148,80,11840
002854,0,421,215,473,251,52,36,1872
002855,0,410,143,438,175,28,32,896
002856,0,234,152,392,264,158,112,17696
002857,0,235,119,413,223,178,104,18512
002858,0,148,110,551,408,403,298,120094
002859,0,92,81,641,425,549,344,188856
002860,0,98,79,633,424,535,345,184575
002861,0,336,127,416,178,80,51,4080
002862,0,337,202,405,254,68,52,3536
002863,0,266,211,443,328,177,117,20709
002864,0,383,123,470,172,87,49,4263
002865,0,295,236,393,296,98,60,5880
002866,0,223,250,263,278,40,28,1120
002867,0,272,177,353,247,81,70,5670
002868,0,250,200,445,345,195,145,28275
002869,0,349,135,461,211,112,76,8512
002870,0,202,172,255,218,53,46,2438
002871,0,456,122,563,195,107,73,7811
002872,0,460,119,579,220,119,101,12019
002873,0,78,103,146,146,68,43,2924
002874,0,518,219,562,264,44,45,1980
002875,0,311,134,369,175,58,41,2378
002876,0,283,123,315,158,32,35,1120
002877,0,235,210,291,246,56,36,2016
002878,0,242,135,292,180,50,45,2250
002879,0,510,175,569,212,59,37,2183
002880,0,426,168,466,206,40,38,1520
002881,0,464,146,532,184,68,38,2584
002882,0,352,254,394,298,42,44,1848
002883,0,368,224,441,264,73,40,2920
002884,0,338,283,389,343,51,60,3060
002885,0,374,259,429,302,55,43,2365
002886,0,529,177,576,223,47,46,2162
002887,0,532,184,599,228,67,44,2948
002888,0,267,176,331,230,64,54,3456
002889,0,279,75,426,187,147,112,16464
002890,0,459,224,530,276,71,52,3692
002891,0,518,143,554,168,36,25,900
002892,0,194,94,342,199,148,105,15540
002893,0,296,97,400,147,104,50,5200
002894,0,216,223,271,263,55,40,2200
002895,0,326,271,445,333,119,62,7378
002896,0,354,117,530,294,176,177,31152
002897,0,256,138,311,203,55,65,3575
002898,0,315,35,458,139,143,104,14872
002899,0,373,133,589,260,216,127,27432
002900,0,272,114,341,152,69,38,2622
002901,0,470,285,547,346,77,61,4697
002902,0,235,113,288,147,53,34,1802
002903,0,130,137,189,194,59,57,3363
002904,0,305,264,477,369,172,105,18060
002905,0,288,131,430,214,142,83,11786
002906,0,281,151,541,266,260,115,29900
002907,0,60,152,177,215,117,63,7371
002908,0,249,156,304,199,55,43,2365
002909,0,336,162,460,231,124,69,8556
002910,0,245,99,389,187,144,88,12672
002911,0,342,121,429,185,87,64,5568
002912,0,204,143,303,206,99,63,6237
002913,0,199,135,293,204,94,69,6486
002914,0,288,271,382,332,94,61,5734
002915,0,357,146,433,198,76,52,3952
002916,0,321,144,425,206,104,62,6448
002917,0,372,147,414,179,42,32,1344
002918,0,369,131,417,184,48,53,2544
002919,0,193,166,237,200,44,34,1496
002920,0,128,164,171,204,43,40,1720
002921,0,285,73,626,276,341,203,69223
002922,0,149,163,194,200,45,37,1665
002923,0,527,227,601,272,74,45,3330
002924,0,315,206,357,232,42,26,1092
002925,0,378,98,429,151,51,53,2703
002926,0,330,177,404,220,74,43,3182
002927,0,389,137,514,206,125,69,8625
002928,0,248,186,282,213,34,27,918
002929,0,268,127,484,263,216,136,29376
002930,0,497,170,650,284,153,114,17442
002931,0,446,223,515,263,69,40,2760
002932,0,486,349,551,408,65,59,3835
002933,0,272,157,340,210,68,53,3604
002934,0,485,176,546,226,61,50,3050
002935,0,435,133,500,177,65,44,2860
002936,0,455,111,546,176,91,65,5915
002937,0,393,201,521,297,128,96,12288
002938,0,268,73,437,182,169,109,18421
002939,0,209,163,280,226,71,63,4473
002940,0,281,143,336,211,55,68,3740
002941,0,203,112,372,255,169,143,24167
002942,0,350,142,471,222,121,80,9680
002943,0,205,250,330,364,125,114,14250
002944,0,237,109,296,135,59,26,1534
002945,0,131,75,365,264,234,189,44226
002946,0,153,97,199,143,46,46,2116
002947,0,100,102,617,296,517,194,100298
002948,0,408,201,496,279,88,78,6864
002949,0,209,111,272,152,63,41,2583
002950,0,118,64,388,226,270,162,43740
002951,0,474,183,619,260,145,77,11165
002952,0,246,178,317,280,71,102,7242
002953,0,208,169,242,196,34,27,918
002954,0,218,153,270,187,52,34,1768
002955,0,585,224,681,283,96,59,5664
002956,0,280,158,311,188,31,30,930
002957,0,231,277,457,386,226,109,24634
002958,0,279,210,353,278,74,68,5032
002959,0,411,329,456,373,45,44,1980
002960,0,303,139,437,235,134,96,12864
002961,0,382,81,442,118,60,37,2220
002962,0,346,228,430,287,84,59,4956
002963,0,369,143,514,228,145,85,12325
002964,0,408,156,441,183,33,27,891
002965,0,426,170,551,264,125,94,11750
002966,0,398,126,422,155,24,29,696
002967,0,333,106,404,166,71,60,4260
002968,0,377,97,460,151,83,54,4482
002969,0,273,118,426,220,153,102,15606
002970,0,165,107,248,148,83,41,3403
002971,0,284,94,397,155,113,61,6893
002972,0,383,153,454,211,71,58,4118
002973,0,339,172,428,240,89,68,6052
002974,0,241,190,295,233,54,43,2322
002975,0,248,180,292,226,44,46,2024
002976,0,143,94,416,329,273,235,64155
002977,0,256,156,510,292,254,136,34544
002978,0,197,90,428,211,231,121,27951
002979,1,466,119,601,225,135,106,14310
002980,1,416,131,541,214,125,83,10375
002981,1,345,106,540,194,195,88,17160
002982,1,394,163,483,249,89,86,7654
002983,1,382,185,498,267,116,82,9512
002984,1,373,154,487,253,114,99,11286
002985,1,322,159,426,234,104,75,7800
002986,1,424,185,535,269,111,84,9324
002987,1,140,182,275,245,135,63,8505
002988,1,337,85,386,155,49,70,3430
002989,1,232,81,388,204,156,123,19188
002990,1,198,69,423,281,225,212,47700
002991,1,227,138,371,240,144,102,14688
002992,1,231,140,362,240,131,100,13100
002993,1,228,160,327,252,99,92,9108
002994,1,277,149,449,264,172,115,19780
002995,1,139,132,284,228,145,96,13920
002996,1,204,97,282,164,78,67,5226
002997,1,305,131,358,186,53,55,2915
002998,1,289,107,501,236,212,129,27348
002999,1,166,10,429,200,263,190,49970
003000,1,226,21,469,195,243,174,42282
003001,1,484,51,617,159,133,108,14364
003002,1,185,24,433,187,248,163,40424
003003,1,185,83,317,222,132,139,18348
003004,1,291,192,346,251,55,59,3245
003005,1,333,173,405,265,72,92,6624
003006,1,319,201,398,283,79,82,6478
003007,1,159,110,343,331,184,221,40664
003008,1,249,206,297,269,48,63,3024
003009,1,177,87,317,213,140,126,17640
003010,0,142,149,220,214,78,65,5070
003011,1,220,129,595,387,375,258,96750
003012,1,219,134,575,395,356,261,92916
003013,1,239,84,450,313,211,229,48319
003014,1,242,79,585,345,343,266,91238
003015,1,309,292,402,374,93,82,7626
003016,1,282,210,394,283,112,73,8176
003017,1,240,184,417,370,177,186,32922
003018,1,443,145,527,237,84,92,7728
003019,1,353,78,603,275,250,197,49250
003020,1,321,74,536,237,215,163,35045
003021,1,227,67,537,277,310,210,65100
003022,1,229,148,498,362,269,214,57566
003023,1,338,127,458,230,120,103,12360
003024,1,116,87,547,371,431,284,122404
003025,1,331,83,549,252,218,169,36842
003026,1,321,99,509,287,188,188,35344
003027,1,271,158,405,300,134,142,19028
003028,1,295,186,456,295,161,109,17549
003029,1,183,139,622,345,439,206,90434
003030,0,302,157,353,206,51,49,2499
003031,0,208,133,269,172,61,39,2379
003032,1,212,126,294,218,82,92,7544
003033,1,306,155,390,235,84,80,6720
003034,1,169,170,279,313,110,143,15730
003035,1,97,202,205,344,108,142,15336
003036,1,347,198,595,383,248,185,45880
003037,0,364,208,536,314,172,106,18232
003038,1,324,102,541,297,217,195,42315
003039,0,327,161,555,318,228,157,35796
003040,0,247,115,553,321,306,206,63036
003041,1,297,164,394,240,97,76,7372
003042,1,316,153,405,234,89,81,7209
003043,1,370,152,445,213,75,61,4575
003044,1,196,122,281,171,85,49,4165
003045,1,227,79,335,182,108,103,11124
003046,1,268,76,427,236,159,160,25440
003047,0,455,293,519,329,64,36,2304
003048,0,329,75,430,138,101,63,6363
003049,0,153,130,245,177,92,47,4324
003050,1,212,166,313,280,101,114,11514
003051,1,273,146,374,272,101,126,12726
003052,1,291,144,392,279,101,135,13635
003053,1,201,87,357,187,156,100,15600
003054,1,275,73,430,199,155,126,19530
003055,1,245,85,372,183,127,98,12446
003056,1,281,95,452,240,171,145,24795
003057,1,268,179,400,274,132,95,12540
003058,1,136,152,239,236,103,84,8652
003059,1,338,139,389,184,51,45,2295
003060,1,139,115,346,270,207,155,32085
003061,1,184,114,382,244,198,130,25740
003062,1,92,86,599,397,507,311,157677
003063,1,126,84,551,322,425,238,101150
003064,1,280,127,527,266,247,139,34333
003065,0,383,165,504,231,121,66,7986
003066,1,119,21,518,247,399,226,90174
003067,1,288,180,511,373,223,193,43039
003068,1,136,114,264,188,128,74,9472
003069,1,100,174,272,360,172,186,31992
003070,1,229,24,470,236,241,212,51092
003071,1,321,152,526,275,205,123,25215
003072,1,372,159,484,279,112,120,13440
003073,1,344,194,436,276,92,82,7544
003074,1,374,184,436,255,62,71,4402
003075,1,340,135,446,222,106,87,9222
003076,1,173,183,445,372,272,189,51408
003077,1,189,191,405,385,216,194,41904
003078,1,242,231,444,459,202,228,46056
003079,1,193,98,362,210,169,112,18928
003080,1,345,105,498,206,153,101,15453
003081,1,259,172,448,290,189,118,22302
003082,1,177,172,213,228,36,56,2016
003083,1,118,135,393,349,275,214,58850
003084,1,396,66,500,143,104,77,8008
003085,1,127,115,356,300,229,185,42365
003086,0,117,139,206,187,89,48,4272
003087,0,375,167,441,226,66,59,3894
003088,1,252,127,522,291,270,164,44280
003089,1,151,58,586,375,435,317,137895
003090,1,289,81,371,135,82,54,4428
003091,1,428,231,537,339,109,108,11772
003092,1,332,219,409,340,77,121,9317
003093,1,428,170,518,286,90,116,10440
003094,1,260,170,354,302,94,132,12408
003095,1,304,210,416,319,112,109,12208
003096,1,297,208,469,360,172,152,26144
003097,1,400,140,541,280,141,140,19740
003098,1,320,147,456,283,136,136,18496
003099,1,356,159,476,292,120,133,15960
003100,1,211,188,538,396,327,208,68016
003101,1,164,186,542,420,378,234,88452
003102,1,312,278,377,351,65,73,4745
003103,1,525,254,598,352,73,98,7154
003104,1,396,254,465,351,69,97,6693
003105,1,356,271,393,345,37,74,2738
003106,1,228,202,288,264,60,62,3720
003107,1,240,74,296,131,56,57,3192
003108,1,148,127,317,269,169,142,23998
003109,1,164,130,320,269,156,139,21684
003110,1,280,95,426,230,146,135,19710
003111,1,253,58,470,208,217,150,32550
003112,1,239,106,448,274,209,168,35112
003113,1,52,62,517,375,465,313,145545
003114,1,152,63,561,353,409,290,118610
003115,0,244,156,345,210,101,54,5454
003116,1,402,95,488,172,86,77,6622
003117,1,329,90,414,190,85,100,8500
003118,1,369,152,492,275,123,123,15129
003119,1,409,171,546,312,137,141,19317
003120,1,381,172,474,304,93,132,12276
003121,1,186,80,297,129,111,49,5439
003122,1,179,73,294,145,115,72,8280
003123,1,184,77,295,136,111,59,6549
003124,1,182,76,283,136,101,60,6060
003125,1,179,88,279,159,100,71,7100
003126,1,290,340,468,489,178,149,26522
003127,1,414,309,529,384,115,75,8625
003128,1,409,269,529,366,120,97,11640
003129,1,308,71,448,180,140,109,15260
003130,1,287,63,425,175,138,112,15456
003131,1,55,98,550,431,495,333,164835
003132,1,135,102,566,432,431,330,142230
003133,1,172,109,424,341,252,232,58464
003134,1,469,142,586,254,117,112,13104
003135,1,426,140,545,264,119,124,14756
003136,1,300,168,406,299,106,131,13886
003137,1,139,138,418,455,279,317,88443
003138,1,270,281,490,488,220,207,45540
003139,0,251,136,343,193,92,57,5244
003140,0,217,163,299,214,82,51,4182
003141,1,373,230,471,316,98,86,8428
003142,1,296,179,441,294,145,115,16675
003143,1,351,135,540,323,189,188,35532
003144,1,345,146,529,329,184,183,33672
003145,1,349,155,510,298,161,143,23023
003146,1,326,57,551,230,225,173,38925
003147,1,259,86,418,194,159,108,17172
003148,1,372,166,534,284,162,118,19116
003149,1,220,81,412,272,192,191,36672
003150,1,288,79,486,236,198,157,31086
003151,1,223,86,437,254,214,168,35952
003152,1,288,78,547,240,259,162,41958
003153,1,319,55,485,247,166,192,31872
003154,1,324,57,506,234,182,177,32214
003155,1,329,43,545,212,216,169,36504
003156,1,75,101,219,235,144,134,19296
003157,1,255,59,437,218,182,159,28938
003158,1,264,63,422,227,158,164,25912
003159,1,208,57,406,222,198,165,32670
003160,1,316,155,389,247,73,92,6716
003161,1,272,164,329,253,57,89,5073
003162,1,285,139,400,231,115,92,10580
003163,1,273,131,409,224,136,93,12648
003164,1,382,140,494,227,112,87,9744
003165,1,131,110,224,237,93,127,11811
003166,1,369,220,502,331,133,111,14763
003167,1,313,142,473,301,160,159,25440
003168,1,292,159,426,301,134,142,19028
003169,1,307,114,454,235,147,121,17787
003170,1,346,86,530,232,184,146,26864
003171,1,217,172,316,285,99,113,11187
003172,1,366,93,438,188,72,95,6840
003173,1,362,101,433,178,71,77,5467
003174,1,437,146,532,261,95,115,10925
003175,1,384,165,468,264,84,99,8316
003176,1,188,94,412,294,224,200,44800
003177,1,231,114,338,231,107,117,12519
003178,1,126,138,224,256,98,118,11564
003179,1,365,92,447,173,82,81,6642
003180,1,195,135,462,363,267,228,60876
003181,1,233,127,348,262,115,135,15525
003182,1,232,130,389,284,157,154,24178
003183,1,183,129,336,280,153,151,23103
003184,1,368,142,496,276,128,134,17152
003185,1,243,66,406,200,163,134,21842
003186,1,209,154,374,345,165,191,31515
003187,1,301,149,415,282,114,133,15162
003188,1,441,113,553,214,112,101,11312
003189,1,189,179,326,284,137,105,14385
003190,1,192,180,336,284,144,104,14976
003191,1,357,169,456,281,99,112,11088
003192,1,269,113,492,324,223,211,47053
003193,1,360,91,575,270,215,179,38485
003194,1,313,151,400,195,87,44,3828
003195,1,361,138,470,191,109,53,5777
003196,1,136,114,332,319,196,205,40180
003197,1,44,163,139,218,95,55,5225
003198,1,293,164,416,283,123,119,14637
003199,1,372,160,450,227,78,67,5226
003200,1,268,84,427,214,159,130,20670
003201,1,245,125,345,209,100,84,8400
003202,1,280,121,555,335,275,214,58850
003203,1,168,85,486,303,318,218,69324
003204,1,225,135,400,314,175,179,31325
003205,1,348,123,607,298,259,175,45325
003206,1,342,117,556,305,214,188,40232
003207,1,247,130,489,282,242,152,36784
003208,1,347,143,565,285,218,142,30956
003209,1,237,101,449,306,212,205,43460
003210,1,176,139,397,294,221,155,34255
003211,1,259,140,461,310,202,170,34340
003212,1,225,246,304,332,79,86,6794
003213,1,256,277,389,375,133,98,13034
003214,1,332,244,422,345,90,101,9090
003215,1,217,179,308,261,91,82,7462
003216,1,184,193,266,259,82,66,5412
003217,1,313,239,375,311,62,72,4464
003218,1,321,117,520,258,199,141,28059
003219,1,392,93,536,176,144,83,11952
003220,1,330,95,494,202,164,107,17548
003221,1,183,65,460,230,277,165,45705
003222,1,156,93,229,160,73,67,4891
003223,1,227,71,625,266,398,195,77610
003224,1,161,69,442,278,281,209,58729
003225,1,50,55,430,255,380,200,76000
003226,1,204,106,517,379,313,273,85449
003227,1,279,118,553,377,274,259,70966
003228,1,346,122,518,264,172,142,24424
